day,equity,profit,r
574,6937774.135447424,6910774.135447424,25000
575,6961751.408174696,6934751.408174696,25000
576,6985728.680901969,6958728.680901969,25000
577,7009705.953629241,6982705.953629241,25000
578,7033683.226356514,7006683.226356514,25000
579,7057660.499083786,7030660.499083786,25000
580,7081637.771811059,7054637.771811059,25000
581,7105615.044538331,7078615.044538331,25000
582,7129592.317265604,7102592.317265604,25000
583,7153569.589992876,7126569.589992876,25000
584,7177546.862720149,7150546.862720149,25000
585,7201524.135447421,7174524.135447421,25000
586,7225501.408174694,7198501.408174694,25000
587,7249478.680901966,7222478.680901966,25000
588,7273455.9536292385,7246455.9536292385,25000
589,7297433.226356511,7270433.226356511,25000
590,7321410.4990837835,7294410.4990837835,25000
591,7345387.771811056,7318387.771811056,25000
592,7369365.044538328,7342365.044538328,25000
593,7393342.317265601,7366342.317265601,25000
594,7417319.589992873,7390319.589992873,25000
595,7441296.862720146,7414296.862720146,25000
596,7465274.135447418,7438274.135447418,25000
597,7489251.408174691,7462251.408174691,25000
598,7513228.680901963,7486228.680901963,25000
599,7537205.953629236,7510205.953629236,25000
